index,date,hair,age,experience,salary,gender,diploma,speciality,score,availability,hired
3103,2012-04-18,blond,23.0,11.0,26589.0,F,master,detective,107.41,oui,No
17950,2011-07-16,roux,33.0,8.0,37052.0,M,bac,geologie,47.78,non,No
11602,2012-02-06,brun,30.0,12.0,28511.0,F,licence,detective,57.11,non,No
9090,,roux,33.0,11.0,37142.0,M,bac,geologie,58.23,non,No
687,2011-04-30,blond,39.0,9.0,36200.0,M,licence,geologie,91.65,non,No
16884,2014-09-17,blond,46.0,14.0,28630.0,F,licence,geologie,77.72,non,No
3149,2012-07-04,brun,27.0,13.0,31675.0,F,licence,archeologie,78.62,non,No
8956,2012-04-19,blond,35.0,8.0,33149.0,M,master,forage,85.91,oui,No
4765,2012-10-18,brun,53.0,10.0,42955.0,M,licence,detective,73.76,oui,No
2772,2011-07-29,blond,35.0,13.0,31300.0,M,master,geologie,82.57,non,Yes
547,2010-12-21,brun,42.0,9.0,44036.0,M,licence,forage,47.17,oui,No
9636,2014-02-20,blond,40.0,8.0,26369.0,F,master,forage,95.41,non,No
9967,2011-05-02,blond,49.0,14.0,38073.0,M,licence,forage,69.85,non,Yes
5915,2014-02-06,chatain,27.0,7.0,42159.0,F,master,detective,70.92,oui,No
2962,2011-10-03,brun,36.0,11.0,41617.0,M,bac,geologie,15.42,non,No
3736,2011-08-06,chatain,33.0,11.0,37637.0,M,master,geologie,59.06,non,No
13797,2013-06-04,roux,25.0,11.0,43598.0,M,bac,forage,44.06,oui,No
2004,2014-03-03,blond,29.0,9.0,43388.0,F,bac,forage,69.89,non,No
6501,2013-04-30,roux,26.0,11.0,35442.0,M,licence,geologie,69.49,non,No
4882,2014-12-25,brun,33.0,13.0,38008.0,F,licence,geologie,73.26,non,No
6586,2011-07-23,roux,29.0,8.0,43191.0,M,bac,detective,67.07,oui,No
4425,2010-03-25,roux,32.0,8.0,23631.0,M,master,geologie,95.86,non,No
15609,2013-10-06,chatain,23.0,9.0,38332.0,M,master,forage,74.21,oui,No
12764,2014-06-22,chatain,54.0,6.0,42634.0,M,master,detective,76.51,oui,No
16993,2014-06-28,chatain,35.0,13.0,40206.0,F,doctorat,archeologie,86.54,oui,No
9496,2010-05-30,roux,35.0,10.0,40575.0,M,bac,archeologie,109.7,oui,Yes
2530,2013-06-11,roux,30.0,13.0,32218.0,F,bac,detective,93.16,non,No
10151,2010-03-18,blond,39.0,7.0,35553.0,M,bac,geologie,56.13,non,No
5146,2014-08-30,chatain,34.0,14.0,31579.0,F,doctorat,detective,,oui,No
660,2013-11-29,roux,28.0,7.0,30139.0,M,licence,detective,67.29,non,No
1254,2012-01-05,brun,35.0,6.0,41047.0,F,licence,detective,82.95,non,No
13512,2010-12-07,brun,19.0,9.0,25135.0,F,doctorat,detective,109.75,oui,No
17191,2010-12-21,chatain,32.0,16.0,35316.0,F,licence,geologie,55.95,non,No
5846,2011-10-28,chatain,29.0,14.0,30150.0,F,doctorat,archeologie,107.4,oui,No
13853,2010-01-23,brun,23.0,11.0,28054.0,M,master,forage,83.94,non,No
14566,2011-08-02,chatain,35.0,9.0,36766.0,M,master,forage,52.13,non,No
9250,2014-07-01,chatain,38.0,7.0,24682.0,F,doctorat,geologie,90.27,non,No
15637,2010-05-17,brun,38.0,10.0,35353.0,M,master,geologie,76.42,oui,No
8321,2014-01-24,blond,34.0,3.0,43072.0,M,bac,geologie,54.1,non,No
3618,2013-12-22,chatain,23.0,11.0,35356.0,M,doctorat,detective,78.31,oui,No
10099,2011-07-15,blond,39.0,10.0,40907.0,F,licence,detective,82.72,oui,Yes
19732,2014-06-01,blond,45.0,8.0,34123.0,M,licence,geologie,65.73,non,No
8256,2013-11-29,brun,25.0,10.0,34065.0,M,licence,geologie,72.43,non,No
9256,2010-07-17,chatain,44.0,6.0,35890.0,F,doctorat,detective,90.22,oui,No
3455,2013-04-10,brun,34.0,10.0,22588.0,M,doctorat,geologie,88.82,non,No
10556,2013-03-28,chatain,47.0,14.0,38688.0,F,doctorat,detective,82.23,oui,No
14061,2014-08-19,blond,27.0,9.0,31533.0,M,licence,geologie,78.74,non,No
13834,2013-02-20,brun,29.0,9.0,36311.0,F,master,detective,70.81,oui,No
19110,2013-09-13,blond,38.0,3.0,34803.0,F,licence,detective,92.12,oui,No
7508,2010-04-05,brun,22.0,14.0,28502.0,F,master,forage,95.67,non,No
16146,2011-09-10,blond,,10.0,33756.0,M,licence,archeologie,90.04,non,Yes
12855,2010-05-18,roux,35.0,8.0,34042.0,M,licence,forage,112.55,oui,Yes
12275,2011-11-23,brun,43.0,15.0,31870.0,M,master,geologie,67.83,non,Yes
16022,2011-10-08,chatain,56.0,15.0,41691.0,M,licence,geologie,68.22,non,No
15051,2010-03-19,blond,8.0,9.0,34913.0,F,licence,geologie,74.79,non,No
14154,2012-04-24,chatain,32.0,11.0,39212.0,F,licence,forage,74.18,non,No
5358,2012-01-13,brun,37.0,8.0,43824.0,M,bac,forage,12.44,non,No
6487,2010-09-25,blond,47.0,8.0,37063.0,M,licence,forage,45.97,non,No
3911,2011-04-07,chatain,51.0,6.0,33410.0,F,master,geologie,95.03,non,No
17216,2014-06-04,blond,27.0,13.0,40084.0,M,bac,geologie,60.3,non,No
3719,2012-06-06,blond,32.0,7.0,33691.0,F,licence,forage,106.0,oui,No
14744,2010-05-30,chatain,29.0,9.0,33881.0,F,master,geologie,94.86,non,No
16629,2011-06-10,brun,41.0,15.0,28420.0,M,licence,geologie,50.33,non,No
8898,2010-12-28,chatain,40.0,9.0,33550.0,M,master,geologie,77.06,non,No
2143,2014-05-02,roux,29.0,13.0,28215.0,M,licence,geologie,87.39,non,No
14729,2011-05-02,brun,38.0,13.0,37567.0,M,licence,geologie,66.26,non,No
12321,2011-08-03,chatain,27.0,9.0,34382.0,F,master,geologie,99.45,non,No
8027,2010-05-10,blond,28.0,8.0,29606.0,F,master,detective,97.26,non,No
10650,2014-11-25,roux,40.0,14.0,29176.0,M,licence,geologie,93.86,non,No
3290,2010-02-13,roux,43.0,11.0,33571.0,M,licence,forage,92.14,non,Yes
12227,2010-05-17,blond,34.0,11.0,39129.0,M,licence,geologie,46.43,non,No
8431,2012-10-18,chatain,49.0,14.0,42279.0,F,master,detective,55.26,oui,No
6859,2013-11-09,brun,35.0,7.0,29382.0,F,licence,geologie,75.13,non,Yes
6342,2011-10-10,roux,23.0,10.0,31066.0,M,licence,detective,84.03,oui,No
18630,2011-06-22,blond,48.0,6.0,38956.0,M,bac,geologie,55.5,non,No
16352,2012-01-30,chatain,28.0,9.0,36381.0,M,doctorat,forage,80.93,oui,No
13109,2012-07-24,chatain,27.0,14.0,32206.0,F,licence,detective,81.01,non,No
18866,2012-07-05,blond,47.0,9.0,30789.0,M,,geologie,82.23,non,No
1860,2012-03-10,blond,30.0,11.0,35820.0,M,licence,geologie,77.71,non,No
15937,2014-08-19,blond,41.0,11.0,21365.0,M,master,geologie,95.05,non,No
7313,2014-12-08,brun,32.0,11.0,30197.0,F,licence,detective,65.34,non,No
18590,2012-04-22,brun,34.0,13.0,38752.0,M,master,geologie,79.96,non,No
13169,2013-03-07,blond,37.0,12.0,41297.0,M,bac,geologie,49.66,non,No
8891,2013-05-20,chatain,32.0,12.0,38991.0,M,master,forage,73.56,oui,No
6983,2012-08-08,blond,46.0,14.0,38211.0,M,licence,geologie,65.49,non,No
17472,2013-02-09,blond,42.0,13.0,32505.0,M,master,geologie,87.28,oui,No
12678,2013-04-07,roux,39.0,10.0,28476.0,M,master,geologie,95.3,oui,No
18227,2014-04-30,roux,30.0,12.0,39568.0,M,licence,geologie,87.67,oui,Yes
11164,2013-11-24,chatain,41.0,13.0,35013.0,M,doctorat,geologie,77.29,oui,No
12593,2014-08-09,blond,25.0,8.0,37729.0,M,licence,geologie,59.12,non,No
5119,2014-12-18,blond,27.0,9.0,33742.0,F,licence,geologie,81.73,non,No
11155,2013-03-07,brun,34.0,5.0,34375.0,M,master,geologie,56.64,non,No
18117,,blond,12.0,7.0,38455.0,F,licence,archeologie,68.53,oui,Yes
4279,2011-11-30,blond,34.0,10.0,32346.0,M,bac,geologie,66.01,non,No
2384,2010-03-30,blond,39.0,6.0,28926.0,F,licence,forage,73.14,non,No
11515,2012-06-23,blond,37.0,13.0,42144.0,M,licence,forage,58.21,oui,No
19969,2013-04-07,brun,31.0,12.0,27467.0,F,doctorat,archeologie,143.22,oui,Yes
11910,2012-06-20,chatain,46.0,9.0,38377.0,F,master,archeologie,87.08,oui,No
8124,2010-02-17,roux,35.0,8.0,39265.0,M,bac,geologie,42.55,non,No
5987,2010-04-28,blond,38.0,9.0,30256.0,F,master,archeologie,89.03,non,No
6464,2013-11-01,brun,30.0,10.0,25370.0,F,doctorat,detective,92.13,oui,No
8778,2012-10-21,blond,41.0,12.0,29488.0,M,master,detective,66.87,oui,No
3295,2010-06-20,brun,44.0,11.0,34529.0,F,master,forage,69.9,non,No
2987,2013-03-05,blond,37.0,14.0,42359.0,M,licence,forage,68.67,oui,No
2774,2013-12-06,brun,25.0,11.0,33917.0,F,licence,detective,72.18,non,No
14214,2011-05-31,blond,45.0,11.0,41109.0,M,bac,geologie,67.47,non,No
16895,2010-07-30,roux,60.0,7.0,31301.0,M,licence,geologie,83.56,non,No
5809,2014-02-16,chatain,30.0,9.0,36767.0,F,doctorat,detective,71.83,oui,No
19651,2011-02-22,chatain,35.0,11.0,27148.0,F,master,forage,78.1,non,No
752,2014-12-07,brun,48.0,6.0,34497.0,M,licence,forage,46.2,non,No
2975,2012-11-26,blond,24.0,11.0,37419.0,M,licence,forage,78.52,non,No
17477,2010-12-26,chatain,20.0,11.0,42354.0,M,master,geologie,63.64,oui,Yes
5767,2013-01-10,brun,30.0,13.0,40145.0,M,master,forage,73.53,oui,No
10793,2012-03-20,brun,16.0,10.0,40495.0,M,master,archeologie,70.82,oui,No
13435,2010-12-30,,35.0,7.0,21813.0,F,doctorat,forage,128.22,oui,No
4520,2010-03-04,chatain,27.0,5.0,27228.0,F,doctorat,detective,122.04,oui,No
12368,2012-02-23,blond,30.0,8.0,36292.0,M,master,geologie,80.47,oui,Yes
13879,2010-04-01,blond,,13.0,39397.0,M,licence,forage,75.74,oui,No
7787,2010-10-04,chatain,39.0,9.0,31215.0,F,master,detective,53.47,non,Yes
5691,2013-12-29,brun,40.0,11.0,36295.0,M,master,detective,79.96,oui,No
9655,2013-05-20,brun,31.0,15.0,38505.0,M,licence,geologie,76.29,non,No
12918,2011-11-21,chatain,45.0,5.0,40239.0,F,licence,archeologie,78.07,oui,No
8588,2014-03-14,brun,55.0,5.0,34147.0,M,master,geologie,64.0,non,No
9711,2011-01-21,brun,25.0,11.0,27837.0,M,doctorat,geologie,97.05,oui,No
636,2014-08-25,blond,33.0,11.0,37114.0,M,licence,geologie,51.45,non,No
11666,2013-02-12,blond,39.0,11.0,28210.0,F,licence,detective,87.6,non,No
77,2014-09-13,blond,33.0,12.0,38843.0,M,bac,geologie,64.6,non,No
19286,2010-06-20,chatain,36.0,16.0,35027.0,M,master,forage,81.23,oui,No
18782,2012-10-08,chatain,45.0,8.0,37799.0,M,licence,geologie,59.28,non,No
8268,2012-01-19,chatain,22.0,8.0,42672.0,F,bac,geologie,56.91,non,No
13007,2010-12-29,chatain,54.0,16.0,33554.0,F,master,forage,81.27,non,No
8057,2013-05-14,blond,45.0,5.0,33855.0,F,licence,geologie,85.9,non,No
12754,2010-02-06,blond,36.0,8.0,31592.0,F,master,archeologie,95.16,oui,No
1373,2014-06-10,brun,33.0,4.0,40975.0,M,licence,forage,58.68,oui,No
8471,2012-03-04,chatain,37.0,6.0,38373.0,F,master,detective,63.31,non,Yes
8763,2011-06-03,blond,34.0,11.0,36985.0,M,bac,forage,49.08,non,No
3334,2014-08-17,roux,28.0,9.0,30950.0,M,master,geologie,99.0,oui,No
3367,2012-06-03,chatain,42.0,10.0,31885.0,F,doctorat,archeologie,82.05,oui,No
19715,2012-09-16,blond,33.0,10.0,33832.0,M,master,detective,75.6,oui,No
4585,2014-12-17,chatain,39.0,11.0,33216.0,F,master,geologie,76.53,non,No
441,2012-10-31,brun,43.0,8.0,30821.0,F,licence,forage,53.68,non,No
13557,2010-07-11,blond,37.0,15.0,37955.0,M,master,detective,71.4,oui,No
554,2012-04-09,blond,45.0,9.0,32226.0,F,licence,archeologie,93.19,oui,No
8633,2010-09-25,blond,41.0,10.0,31019.0,M,master,geologie,93.12,oui,No
9717,2013-03-20,blond,36.0,6.0,31608.0,M,licence,geologie,86.61,non,No
16662,2013-07-03,chatain,17.0,15.0,30569.0,M,licence,archeologie,61.37,non,Yes
13438,2010-05-04,chatain,37.0,10.0,30917.0,F,doctorat,detective,87.51,,No
2398,2012-11-08,chatain,36.0,8.0,31977.0,F,doctorat,detective,84.63,oui,No
15035,2010-11-28,chatain,42.0,9.0,32989.0,F,master,detective,90.79,non,No
8670,2011-01-20,brun,30.0,10.0,31942.0,M,master,geologie,71.37,non,No
194,2010-06-15,brun,17.0,7.0,37927.0,M,licence,geologie,65.19,oui,No
18047,2011-07-20,brun,23.0,6.0,36357.0,F,master,detective,70.02,oui,No
2332,2010-04-01,brun,35.0,9.0,42029.0,M,master,archeologie,64.77,oui,No
2249,2011-11-08,blond,51.0,11.0,46302.0,M,bac,geologie,35.38,non,No
10885,2014-11-07,brun,44.0,7.0,25620.0,F,master,geologie,81.67,non,No
1362,2013-06-17,chatain,35.0,5.0,36880.0,F,master,detective,77.03,oui,No
10190,2010-08-18,chatain,34.0,13.0,43803.0,M,master,geologie,77.25,oui,No
2535,2011-07-12,blond,26.0,4.0,32922.0,M,licence,forage,80.33,non,No
5653,2012-12-09,blond,37.0,8.0,28818.0,M,master,forage,88.21,non,No
98,2012-11-01,roux,19.0,11.0,29818.0,M,bac,geologie,89.99,non,No
2455,2012-12-26,blond,25.0,6.0,35529.0,M,licence,forage,70.37,non,No
14308,2012-01-13,blond,28.0,11.0,37581.0,M,licence,forage,77.48,oui,No
10575,2011-08-25,chatain,43.0,15.0,30712.0,F,doctorat,geologie,95.6,oui,No
9861,2010-03-04,roux,32.0,12.0,38198.0,M,bac,geologie,70.75,non,No
14648,2013-11-26,chatain,28.0,10.0,41317.0,F,doctorat,archeologie,99.67,oui,No
3608,2014-01-12,blond,54.0,13.0,33084.0,M,master,forage,61.98,oui,No
6695,2012-01-19,chatain,35.0,10.0,39930.0,F,master,geologie,79.06,non,No
16283,2014-06-05,chatain,30.0,9.0,48473.0,F,bac,geologie,62.81,non,No
7692,2011-02-26,blond,28.0,9.0,38878.0,,licence,forage,78.55,non,Yes
4302,2010-11-06,chatain,32.0,4.0,37382.0,F,master,archeologie,85.09,oui,No
1048,2012-02-09,brun,16.0,14.0,31268.0,F,master,geologie,88.51,non,No
5432,2013-03-18,blond,44.0,3.0,36475.0,M,master,forage,78.21,oui,Yes
9599,2013-05-23,blond,35.0,7.0,37204.0,M,licence,detective,98.28,oui,Yes
1305,2011-10-11,brun,50.0,11.0,38722.0,F,bac,geologie,63.75,non,No
19188,2013-08-29,blond,33.0,13.0,35116.0,M,master,detective,82.05,oui,No
19062,2014-12-10,chatain,50.0,11.0,48762.0,M,licence,geologie,62.02,oui,No
15736,2013-11-19,chatain,44.0,8.0,38502.0,M,master,geologie,55.67,non,No
5444,2011-01-16,chatain,51.0,11.0,31466.0,F,doctorat,forage,100.92,oui,No
446,2011-06-18,brun,29.0,11.0,34912.0,F,master,forage,89.24,oui,No
473,2010-11-13,chatain,26.0,6.0,44084.0,M,licence,geologie,12.63,non,No
6710,2013-01-30,chatain,37.0,10.0,36173.0,F,licence,detective,82.72,non,No
4359,2010-12-14,brun,41.0,7.0,34944.0,M,licence,geologie,74.61,non,No
13524,2012-12-02,roux,30.0,16.0,35305.0,M,bac,geologie,54.56,non,No
5546,2014-08-17,blond,44.0,8.0,36812.0,M,licence,forage,83.68,oui,No
8153,2012-01-28,brun,33.0,11.0,31133.0,M,master,geologie,76.55,non,No
3533,2010-02-04,chatain,43.0,8.0,29437.0,F,master,geologie,89.28,non,No
14586,2014-03-26,blond,33.0,5.0,33701.0,F,bac,geologie,67.09,non,No
3660,2012-09-19,brun,35.0,7.0,25062.0,F,doctorat,forage,113.5,oui,No
5863,2014-03-06,,50.0,11.0,42739.0,M,licence,forage,60.28,oui,No
3297,2011-01-26,chatain,31.0,10.0,35061.0,F,doctorat,detective,100.36,oui,No
13969,2013-05-05,chatain,30.0,11.0,34577.0,F,master,geologie,81.4,non,No
7301,2010-08-28,chatain,24.0,8.0,37179.0,F,master,archeologie,76.95,oui,No
16691,2010-04-13,chatain,37.0,7.0,42730.0,F,master,detective,87.03,oui,No
16974,2010-10-23,brun,32.0,11.0,36072.0,M,master,geologie,93.79,oui,No
6234,2010-03-07,chatain,38.0,8.0,39744.0,F,master,geologie,87.57,non,No
15586,2014-09-23,blond,,13.0,44458.0,M,bac,detective,54.34,oui,No
19827,2012-04-05,brun,35.0,8.0,32321.0,M,master,detective,78.05,oui,No
9957,2012-10-20,chatain,37.0,5.0,39037.0,M,master,forage,65.03,oui,No
5423,2014-11-07,chatain,42.0,9.0,35468.0,F,licence,geologie,63.04,non,No
15936,2014-11-26,brun,50.0,13.0,33103.0,M,master,geologie,73.68,non,Yes
8379,2010-03-12,brun,43.0,12.0,42256.0,F,bac,detective,77.55,non,Yes
18987,2010-02-16,chatain,44.0,13.0,38601.0,M,master,geologie,53.95,oui,No
921,2011-07-01,chatain,41.0,11.0,38090.0,M,master,geologie,72.76,non,No
10348,2010-05-16,blond,51.0,7.0,38782.0,M,licence,geologie,65.29,non,No
16704,,brun,34.0,5.0,37633.0,M,master,geologie,65.34,non,No
10433,2010-05-29,blond,33.0,12.0,34323.0,M,licence,geologie,52.7,non,No
16040,2012-10-15,chatain,35.0,8.0,33850.0,M,doctorat,geologie,78.86,oui,No
2369,2014-02-19,chatain,36.0,12.0,33718.0,F,doctorat,geologie,36.52,non,Yes
19957,2014-12-26,chatain,36.0,13.0,,F,master,geologie,91.75,non,No
8707,2013-03-18,brun,33.0,7.0,41196.0,F,bac,forage,47.34,non,No
10908,2010-08-06,chatain,29.0,8.0,42561.0,M,licence,geologie,54.55,non,No
17049,2012-08-16,chatain,31.0,14.0,37408.0,M,master,geologie,62.58,oui,Yes
13126,2012-09-12,chatain,28.0,9.0,33092.0,F,master,forage,77.09,non,No
9399,2010-10-30,chatain,41.0,8.0,41023.0,F,licence,geologie,56.44,non,No
6814,2011-01-08,roux,31.0,9.0,44174.0,M,bac,detective,76.62,oui,No
5993,2012-12-02,chatain,29.0,14.0,37893.0,F,licence,forage,76.04,non,No
11653,2013-12-06,brun,29.0,10.0,34154.0,F,licence,detective,67.33,non,Yes
5270,2010-05-22,brun,35.0,10.0,28306.0,F,doctorat,archeologie,102.55,oui,No
10021,2012-07-06,blond,25.0,15.0,41499.0,M,licence,detective,63.09,oui,No
18565,2014-02-06,chatain,53.0,7.0,36929.0,F,licence,geologie,70.14,non,No
5347,2011-12-07,roux,31.0,12.0,27890.0,M,licence,geologie,,non,No
4136,2014-03-22,roux,15.0,13.0,26156.0,F,licence,geologie,107.3,non,No
12943,2010-11-21,blond,35.0,11.0,36918.0,M,licence,forage,59.27,oui,No
10344,2012-12-04,brun,34.0,9.0,34933.0,M,master,geologie,84.69,oui,No
7621,2012-11-24,blond,40.0,7.0,28479.0,M,master,geologie,83.22,oui,No
15780,2011-07-07,brun,,13.0,34531.0,F,licence,geologie,76.89,non,No
3688,2012-05-06,chatain,23.0,11.0,37350.0,M,master,geologie,71.76,non,No
16585,2014-09-25,roux,34.0,11.0,30534.0,M,licence,geologie,81.24,non,No
6175,2010-04-08,blond,42.0,7.0,37889.0,M,bac,geologie,52.04,non,No
11807,2014-07-18,roux,20.0,8.0,33675.0,M,licence,geologie,80.54,non,No
12968,2010-05-19,chatain,29.0,13.0,36271.0,F,master,detective,69.51,oui,No
11713,2012-11-09,brun,33.0,10.0,42944.0,M,licence,forage,56.34,oui,No
15768,2011-08-22,blond,,9.0,33678.0,M,master,forage,84.12,oui,No
13423,2010-02-24,blond,32.0,11.0,39287.0,M,bac,geologie,44.3,non,No
17663,2010-03-13,brun,30.0,4.0,38390.0,M,master,geologie,85.45,oui,No
18499,2013-07-07,chatain,44.0,9.0,38171.0,M,doctorat,detective,53.79,oui,No
16795,2014-04-20,chatain,25.0,10.0,40099.0,F,master,detective,109.5,oui,No
13024,2012-07-12,brun,42.0,13.0,37623.0,M,licence,geologie,65.24,non,No
10781,2014-10-11,brun,38.0,7.0,39843.0,F,licence,forage,83.21,non,No
14286,2011-12-12,chatain,45.0,11.0,27416.0,M,doctorat,detective,86.57,oui,No
5714,2013-10-13,chatain,40.0,11.0,30361.0,M,doctorat,geologie,101.92,oui,No
10168,2014-06-20,brun,35.0,12.0,38899.0,M,licence,archeologie,78.64,non,Yes
9806,2011-01-23,blond,37.0,12.0,38062.0,M,licence,geologie,77.92,non,Yes
3475,2012-07-01,roux,39.0,14.0,35176.0,M,bac,forage,70.57,non,No
9945,2014-10-21,brun,37.0,5.0,40625.0,F,licence,detective,65.25,non,No
11644,2012-04-01,brun,30.0,14.0,34650.0,M,licence,detective,80.26,non,Yes
4261,2010-02-16,chatain,46.0,6.0,39121.0,M,licence,geologie,84.93,non,No
14099,2011-06-18,blond,15.0,5.0,42429.0,M,licence,geologie,66.1,non,No
15682,2011-05-24,brun,35.0,10.0,27656.0,F,master,forage,82.87,non,No
13481,2012-05-02,brun,32.0,8.0,40575.0,M,licence,geologie,58.14,non,No
94,2011-10-22,chatain,35.0,3.0,31214.0,F,doctorat,forage,87.67,oui,No
1684,2012-02-04,roux,33.0,9.0,26144.0,M,master,geologie,98.9,oui,No
10925,2012-07-02,chatain,32.0,7.0,40283.0,F,,forage,84.7,oui,No
11844,2010-03-23,blond,23.0,7.0,35430.0,M,master,geologie,67.4,oui,No
6599,2014-04-13,blond,33.0,7.0,38940.0,M,bac,geologie,35.0,non,No
6169,2011-12-12,brun,30.0,9.0,34668.0,M,master,geologie,67.98,non,Yes
6918,2012-09-22,blond,26.0,6.0,32469.0,F,licence,detective,71.03,non,No
18822,2014-05-15,brun,26.0,10.0,40910.0,M,bac,geologie,43.5,non,No
18594,2010-02-23,chatain,35.0,9.0,37725.0,F,licence,geologie,82.66,non,No
11263,2012-09-29,blond,36.0,8.0,34273.0,M,master,detective,84.38,oui,No
1037,2012-02-24,brun,28.0,11.0,34679.0,M,master,geologie,81.37,oui,No
1108,2011-06-16,chatain,49.0,12.0,41300.0,F,licence,detective,50.53,non,No
1153,2010-12-27,blond,29.0,9.0,25434.0,M,licence,geologie,60.16,non,No
514,2013-04-02,chatain,30.0,8.0,33213.0,M,master,geologie,58.66,non,No
2137,2010-08-08,blond,27.0,4.0,28223.0,M,master,geologie,72.45,non,No
17374,2013-02-02,blond,25.0,8.0,35349.0,M,licence,forage,72.41,oui,No
10410,2014-07-28,brun,29.0,12.0,31524.0,M,master,geologie,99.8,non,No
8485,2011-11-14,chatain,26.0,14.0,29470.0,M,doctorat,geologie,94.61,oui,No
11520,2012-12-07,brun,27.0,7.0,22621.0,F,doctorat,detective,123.16,oui,No
3205,2014-03-08,chatain,29.0,8.0,32499.0,F,master,detective,33.83,non,Yes
749,2012-07-17,blond,24.0,7.0,34323.0,M,licence,geologie,50.74,non,No
18442,2011-02-10,chatain,27.0,6.0,33393.0,F,doctorat,archeologie,95.6,oui,No
3026,2011-10-01,blond,36.0,15.0,37444.0,M,licence,detective,94.09,oui,Yes
11916,2013-03-21,brun,40.0,7.0,28355.0,F,doctorat,detective,107.39,oui,No
12390,2013-09-27,roux,33.0,12.0,24079.0,M,master,geologie,84.19,non,No
12510,2012-07-07,chatain,20.0,7.0,31522.0,F,master,geologie,86.57,non,No
15105,2011-08-10,brun,40.0,5.0,32517.0,M,master,geologie,96.97,oui,No
13019,2013-10-29,blond,39.0,7.0,34402.0,M,licence,geologie,63.53,non,No
4786,2011-07-17,brun,45.0,6.0,42362.0,M,licence,geologie,30.52,non,No
5871,2011-03-17,chatain,38.0,7.0,41596.0,F,doctorat,archeologie,91.19,oui,No
16579,2010-04-03,chatain,40.0,11.0,30807.0,M,doctorat,forage,76.46,oui,No
458,2012-12-26,brun,34.0,11.0,35418.0,F,master,detective,80.55,oui,No
15457,2013-09-28,brun,32.0,8.0,29809.0,M,master,geologie,67.02,non,No
16364,2011-02-03,brun,23.0,10.0,31362.0,M,doctorat,detective,93.18,oui,No
10066,2010-01-19,chatain,14.0,10.0,38908.0,F,master,geologie,76.42,non,No
2797,2014-12-19,blond,42.0,15.0,39038.0,M,licence,geologie,45.11,oui,No
355,2012-09-22,brun,37.0,9.0,33905.0,M,doctorat,detective,95.01,oui,No
17941,2011-03-09,brun,20.0,10.0,29192.0,M,licence,geologie,64.14,non,No
15402,2010-11-11,brun,20.0,11.0,47295.0,M,bac,geologie,38.81,non,Yes
17936,2014-11-21,brun,30.0,12.0,31219.0,F,master,geologie,103.88,oui,No
18376,2012-03-16,brun,53.0,6.0,35430.0,F,licence,geologie,86.29,non,No
5173,2013-03-04,chatain,47.0,11.0,33646.0,F,licence,detective,77.12,non,No
19132,2014-07-02,blond,28.0,11.0,40343.0,M,licence,forage,33.47,oui,No
16456,2012-07-01,chatain,39.0,8.0,32044.0,F,master,forage,82.77,non,No
5101,2012-04-07,blond,29.0,11.0,34602.0,M,licence,geologie,75.31,non,No
14427,2012-11-28,blond,45.0,6.0,39274.0,M,bac,geologie,18.7,non,No
13985,2013-04-28,chatain,35.0,7.0,32655.0,F,master,detective,71.19,,No
11528,2011-03-09,blond,38.0,10.0,37824.0,M,licence,geologie,72.54,non,No
13832,2011-01-04,chatain,29.0,8.0,33556.0,F,master,detective,112.71,oui,No
10453,2012-05-04,blond,24.0,11.0,36611.0,M,master,detective,68.59,oui,No
17739,2012-10-05,chatain,30.0,2.0,29625.0,F,master,forage,66.09,non,No
16936,2013-02-09,chatain,28.0,13.0,34852.0,F,doctorat,forage,72.24,non,No
6319,2012-03-25,roux,36.0,12.0,36471.0,M,licence,forage,68.31,oui,No
19784,2012-09-30,brun,28.0,11.0,33922.0,F,master,forage,79.98,non,No
10076,2013-10-09,chatain,43.0,11.0,29671.0,M,master,geologie,74.84,non,No
5218,2010-04-29,brun,50.0,9.0,35191.0,F,bac,detective,57.71,non,Yes
15316,2014-05-16,brun,41.0,7.0,33136.0,M,master,geologie,102.72,oui,No
8877,2014-07-30,blond,28.0,8.0,22163.0,M,doctorat,detective,104.35,oui,No
7340,2010-06-21,brun,47.0,15.0,36516.0,M,master,detective,86.88,oui,No
16765,2012-06-30,chatain,28.0,14.0,35520.0,M,doctorat,geologie,92.83,oui,No
16008,2012-06-23,roux,28.0,10.0,32109.0,M,bac,geologie,70.18,non,No
17108,,brun,49.0,11.0,39178.0,M,master,forage,65.69,oui,No
17775,2011-07-22,brun,26.0,8.0,35795.0,F,licence,forage,80.75,non,No
4622,2014-08-22,roux,43.0,13.0,39048.0,M,licence,geologie,68.28,oui,No
13387,2013-04-08,chatain,37.0,7.0,33439.0,M,master,geologie,68.39,non,No
5360,2013-01-23,blond,42.0,10.0,37688.0,M,licence,geologie,75.98,non,No
9139,2012-12-29,brun,34.0,8.0,32530.0,F,licence,detective,74.32,non,No
18335,2014-10-14,chatain,30.0,6.0,36822.0,F,master,geologie,60.04,non,No
10069,2010-10-08,blond,44.0,15.0,37058.0,M,licence,forage,42.08,non,No
8084,2011-07-19,brun,33.0,13.0,32257.0,F,licence,geologie,69.96,non,No
3757,2011-10-06,chatain,24.0,11.0,31358.0,F,master,geologie,89.57,non,No
8199,2010-04-03,chatain,33.0,6.0,42815.0,M,licence,forage,48.12,non,No
13951,2011-08-21,blond,31.0,12.0,42802.0,M,licence,detective,86.15,oui,No
